review_number,recommendationid,appid,target_label,review_text_clean,voted_up,label,is_match,confidence,evidence,reason,is_valid,error,raw_response,teacher_model,verification_version,human_keep,review_note
50,45209941,913090,pos__bugs,"Well made game. Athough the menu feels clunky, in game movements are smooth and functions like it think it should. I commend the developer(s) as the game is very much bug free. If i were to nitpick i would say that this game lacks more levels/content but since this is early access I expected about as much. A steal for the price of 59 cents.",True,recommended,True,0.95,the game is very much bug free,"The review explicitly praises the game for being bug-free, directly aligning with the target label's definition.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.95,
  ""evidence"": ""the game is very much bug free"",
  ""reason"": ""The review explicitly praises the game for being bug-free, directly aligning with the target label's definition.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
51,203232061,3320980,pos__bugs,"Basically Factorio in a hex grid. But ... early game. No blueprints, no circuit networks, no trains. If you like Factorio and want a 60 hour diversion, this game is a good investment. Note this review is from 8/30/25, the game is pretty new and will change/ Pros: - I like the research: Provide the right ingredients, and research happens. No need to pick the tech. - I like the factories. Provide the needed ingredients, and it will make the thing. No need to pick the recipe. - I like the idea of 6 planes of existence, each which only has 3 of the 6 available elements. This forces adjustment in each plane as options change. - Having power ""cables"" that can't go underground (at first) forces you to rethink how to wire belts and power. - The overarching idea of entropy entering the planes of existence works. - Magic as a way to provide instant power for early game is a nice shortcut. - While still early, the game never crashed despite several updates. Cons (these are early game issues that will likely be fixed!): - I never could find the Air plane. Maybe it doesn't exist yet? So ... only 5 planes of existence? - When you reload, the gates are reset (no longer open), and random entropy shows up that wasn't there before. I expect these issue will get fixed, but they were annoying. - Entropy and rifts are generally annoying. Early on, you can't close them. So, if they appear in a critical part of your base (they can appear _anywhere_!), you are screwed. Relocate and deal with it! - A spell to clear away entropy also picks up items on belts and puts them in your inventory??? WTH? Why do I want to grab random items while clearly entropy??? This spell changed twice with updates as I played, so I guess it is being tweaked? - The end game goal of building 1000 'things"" for each element isn't fun. 1000 is too much, make it 250. Also, give some way of tracking progress so you don't have to go to the gate to see how close you are. And ... why does the gate go past 1000 if you give it more stuff? If there is no point to going past 1000, stop there! - This game needs a wiki! Like ... what is a ""chasm?"" The game said wind power is better with them ... but I have no idea what they are. Not being able to find the air plane might be related, but I can't tell. And ... how many items per second do belts carry? That would be nice to know.",True,recommended,True,0.85,"While still early, the game never crashed despite several updates.","The review explicitly states that the game 'never crashed' despite multiple updates, which directly aligns with the positive evaluation of technical stability and absence of bugs defined in the target label.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""While still early, the game never crashed despite several updates."",
  ""reason"": ""The review explicitly states that the game 'never crashed' despite multiple updates, which directly aligns with the positive evaluation of technical stability and absence of bugs defined in the target label.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
52,201905645,1382330,pos__bugs,"A great sequel to Persona 5. Some of the characters who were mostly on the sideline in the original story have new story arcs, *cough cough* Haru, and the story is overall great. The jails in all the different locations are unique and they'er different enough from the palaces to stand out, but some of them are way too short (Kyoto and Okinawa especially). The soundtrack is amazing, some of the jail themes are insanely good (Anti Hero and Counterfeit Phantom are my personal favourites) and the gameplay is really fun. It's about what you'd expect from a Persona hack and slash, all the characters have differing combos, weapons and ways to play them (for example skull can charge his special attacks to make them hit harder and fox is more about throwing a bunch of hits quickly), the thing i personally liked was that every one of joker's personas changes his showtime animation a bit and they also change some of his combos a little. Now the glaring issue with this game, the performance, this game can't handle newer multicore cpus for some reason, you might even experience crashes alongside the ridiculous frame drops, BUT using Process Lasso and setting it to performance mode and giving it usage over all cores, P and E alike, might remedy it. Personally for me after I used it, the performance went back to what I would've expected, no frame drops, always 60 fps and most importantly NO CRASHES! Also the Digital Deluxe edition and 2 DLC packs aren't worth it, you already get enough items from playing the game and the legacy bgm is cool but not worth 10 Euro.",True,recommended,True,0.85,"no frame drops, always 60 fps and most importantly NO CRASHES!","The review explicitly states that performance issues (including crashes) were present but resolved through a workaround, resulting in stable gameplay with no crashes.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""no frame drops, always 60 fps and most importantly NO CRASHES!"",
  ""reason"": ""The review explicitly states that performance issues (including crashes) were present but resolved through a workaround, resulting in stable gameplay with no crashes.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
53,124179981,2163860,pos__bugs,"It pains me to give this a thumbs down. I was looking forward to it. I think the premise is interesting and I like to support solo devs. But... If I'm feeling charitable, I'd say this is a very early alpha, more like a proof of concept. The only button in the start menu that does anything is ""New Game"" There is no sound, there are no video options. Simple, placeholder graphics don't bother me as long as the game play is fun. But it's not. A new game is not a new game, it's simply start over on the same map with the same resource distribution. And repeat the same mundane tasks over and over to get yourself started. The killer for me is the UI. There is no visual or audible confirmation that you have clicked a button. After assigning my first task, I thought I had done something wrong (more on that in a sec) but, no, the game was just paused without any indication that it was paused. The game time scale button said ""x1"" and the pause button looked exactly as it did earlier. I clicked it anyway and my workers appeared, carrying crates. Success! I thought. Until I assigned my workers to assemble the sawmills that were in the crates. They started putting them together and then the game crashed to desktop. Okay. Let's give it one more try. Restarted, that's when I noticed that hitting new game just gave me the same old map. Unloaded the sawmills from the shuttle, got the guys to assemble them without crashing. Okay, now I have to give them a new assignment. What that entails is literally going into a menu, hitting the +task button, selecting harvest, and then having to manually type ""Tree"" in a text box (I should mention that while you're typing, the map movement keys are still active, so if the object you're interested in contains any of those keys in its name, the map bounces around behind the window you're typing in). I also have to put down another stockpile, because each stockpile can only hold one type of object and then type ""Tree"" again (make sure you spell it exactly as it is in the game or your workers will ignore you). Then I have to go into the workers menu and manually assign the ""harvest tree"" task to each of them individually. There's no box select, there's no double-click to select idle workers, no designate a harvest area, nothing resembling a modern UI. The original Warcraft released in 1994 and it had a simpler interface: click orc, right-click tree. Done. So my guys started hitting the trees with an axe and each cut one down and hoisted a log on their shoulder. Then the game's frame rate dropped into single digits (running this on an Nvidia 3080) and eventually froze. My only guess is that I should have labeled the stockpile ""Logs"" or ""Log"" and the guys were trying to pathfind to a non-existent stockpile. There's no way to know because the ""How to Play"" said if you're unsure what to label a stockpile, click on the resource you want and an info box in the bottom left corner will show you the name. Well, when you click on a tree, the info box says ""Tree"" I'm going to continue following this game to see if it improves and may try it again in the future. But for now it's going to the ""Return"" stockpile. Quick edit: Thinking back, I didn't have to type ""Tree"" in the harvest task, there was actually a resource list to choose from. But mousing over or clicking on a resource gave zero feedback that your click had registered. No confirmation sound, no highlighting of the object in the list, nothing.",False,not_recommended,True,0.85,The reviewer states they are following the game to see if it improves and may try it again in the future despite its current state.,"While detailing numerous bugs and UI issues, the review expresses hope for future improvements and a willingness to revisit the game, indicating a positive outlook on the potential for bug fixes and stabilization. The reviewer acknowledges the early alpha stage and implies that if fixed, the game could be good.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""The reviewer states they are following the game to see if it improves and may try it again in the future despite its current state."",
  ""reason"": ""While detailing numerous bugs and UI issues, the review expresses hope for future improvements and a willingness to revisit the game, indicating a positive outlook on the potential for bug fixes and stabilization. The reviewer acknowledges the early alpha stage and implies that if fixed, the game could be good.""
}
```",gemma3:27b,rare_positive_binary_v1,FALSE,
54,86519508,337630,pos__bugs,"Bermuda does something that either enhances visual novels or dooms them: it offers some actual game play. Done right it can add to an already great game but done poorly and it can sink it. The game is broken up in that you get told the story through a kinetic novel format and after that the story has made it necessary for you to navigate the ship without getting caught. This part is a side scrolling stealth game akin to Gunpoint minus the ability to knock people out. You can turn off lights; sound alarms; disable shields; hide in the bathroom; etc. The idea is to try to herd the guards where you want them to get to where you need to go. To add variety some levels have a different goal such as turn off all the lights or lure all of the guards to the first floor. The mechanics are not bad. They can be annoying or frustrating at times but the game gives you all the tools you need it just requires more patience then I sometimes have. The guards on the other hand will never see you, even if you are right in front of them, unless you touch them. This feels like a cop out and unrealistic but given my already love/hate relationship with the game play maybe it saved me from liking the game less. On that note though guards also will walk right into a teleportation beam without asking any questions like “why is this beam here all of a sudden ?”. On the story side the novel format is kinetic as I said so there are no choices to be made and no way to impact the story. That being said the story is decent, especially near the end. There is full voice acting and it is also pretty good. The opening credits are another high point and I wish more visual novels had ones this good. The art isn’t the best I have seen, it lacks detail on characters but it is far from the worst I have seen. I played Bermuda on Linux. It never crashed on me and I didn’t notice any spelling errors or glitches. The game has no graphics options at all. Alt-Tab didn’t work. There is no save system of any kind so each level must be played from start to finish. Strangely you can play any for the levels right from the start without having to beat them in order. So in theory if one only wanted the story you could read all the conversations and skip the game play. The game did have some noticeable lag at times that lasted for a few seconds but none of my FPS software worked which means I could never see what the frame rate was. You can’t adjust the controls at all although you use W; A; and D for everything so it’s not a big deal. Disk Space Used: 244 MB Input Used: Keyboard CPU Usage: 4-37 % RAM Usage: 2.5-2.8 GB Overall the game play is good enough to serve it’s purpose. The art is good enough to not hate it. The voice acting is good enough to not turn it off. The story is good enough to keep playing. In no category does Bermuda blow me away but it is solid across the board and worth a play. I paid $3.39 CAD for it and feel that is worth the money. I finished the game in just about two hours. My Score: 7/10 My System: Intel I7-4770 | 16GB DDR3-2133 CL9 | Intel HD 4600 1536MB | Mesa 20.0.8 | Samsung 850 Evo 250GB | Trisquel 9.0 | Mate 1.20.0 | Kernel 5.10.15-gnu",True,recommended,True,0.85,It never crashed on me and I didn’t notice any spelling errors or glitches.,"The review explicitly states the game 'never crashed' and had no noticeable glitches/spelling errors, directly aligning with the positive evaluation of technical stability defined in the target label.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""It never crashed on me and I didn’t notice any spelling errors or glitches."",
  ""reason"": ""The review explicitly states the game 'never crashed' and had no noticeable glitches/spelling errors, directly aligning with the positive evaluation of technical stability defined in the target label.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
55,201626797,1283230,pos__bugs,"So I will give the game a very minor recommendation. The games graphics are quite good; the organs look good however I wish there was more detail. The environments look good but I felt were underutilized. Excellent voice acting, I really felt all the actors were putting effort into their roles. Whether it was the disinterested security guard or the main character, trying to maintain his professional composure while clearly harboring some deep mental problems. I will try give my observations of the game while avoiding spoilers. This game has potential but it fumbles what could be something very interesting. The medical language used in the game clearly shows the devs did their homework on this on the nature and process of preforming an autopsy. The bodies in the story I felt were well designed, however that ends when going to autopsy only mode. The observations are all randomized but they use the same male and female models every time, which is a shame because I know the devs know how to make detailed models but those are only in the story. the story is also quite linear with virtually no deviations. I will admit the secret ending surprised me but it wasn't exactly shocking and I got it without even knowing that it was the secret ending. The game's story is short, you can finish it in one sitting with no problems. Technically it runs fine, never crashed on me and there weren't any glitches [that I could find]. However, some of the minigames were a bit frustrating; it requires precise movements and when cutting certain things, if you are even one pixel off then it won't register complete. In the end, I feel if this were a longer game with more story and character development then I feel like it would be much better and I believe the autopsy only mode is a missed opportunity with how they designed it. So I would not recommend this game at full price but I don't think this is a bad game per say, a good foundation but with not enough content to take advantage of it. I don't know the full intentions of the devs but I feel like if they had more time with this game before releasing it they could have made a much better game. So while I like it, I can completely understand why others don't. TLDR: Not a bad game but wait for a sale.",True,recommended,True,0.85,"Technically it runs fine, never crashed on me and there weren't any glitches [that I could find].","The review explicitly states the game 'never crashed' and had no noticeable glitches, directly aligning with the positive evaluation of technical stability defined in the target label.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""Technically it runs fine, never crashed on me and there weren't any glitches [that I could find]."",
  ""reason"": ""The review explicitly states the game 'never crashed' and had no noticeable glitches, directly aligning with the positive evaluation of technical stability defined in the target label.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
56,203204933,2394650,pos__bugs,"Gorgeous game with cute characters, but is just too hard. Markets itself as a cozy game but the boss fights are almost bullet hell and you can only take 4 hits. Solid game, no bugs. Controller recommended by devs, but I found the keyboard and mouse to be much easier.",True,recommended,True,0.95,"Solid game, no bugs.","The review explicitly states 'no bugs', directly matching the target label's definition of positively evaluating the absence of bugs.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.95,
  ""evidence"": ""Solid game, no bugs."",
  ""reason"": ""The review explicitly states 'no bugs', directly matching the target label's definition of positively evaluating the absence of bugs.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
57,25482526,513790,pos__bugs,"Updated ea review: This game has been abandoned by the developer. The game as it stands is a bug free working title, but just don't support developers who take your money and run. Just avoid. Old ea review: This game is great in short stints, just like all the other wave based games. You drop in, play a few levels, die at the same level each time. Rinse and repeat and get a little bit further then die. For the price it's great value, the gameplay is polished, the animations and fx are exellent. Nothing not to like; possibly the difficulty getting too hard to quick, maybe. That seems to same with all wave shooters, short levels that get incredibly hard quickly. I imagine having a larger room to dodge around would help alot. It would be great if the odd powerup turned your gun into something like an overpowered grenade or rocket launcher for a short spell. Like other VR wave shooters currently around, the same enemy are repeated level after level. More enemy types, and end of level bosses would make this awesome.",False,not_recommended,True,0.85,The game as it stands is a bug free working title,"The review explicitly states the current version of the game is 'bug free' and 'working', which directly aligns with the positive evaluation of technical stability defined in the target label.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""The game as it stands is a bug free working title"",
  ""reason"": ""The review explicitly states the current version of the game is 'bug free' and 'working', which directly aligns with the positive evaluation of technical stability defined in the target label.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
58,91278524,1094540,pos__bugs,"Like the comments before already pointed out: Smelter is a mixture of ActRaiser and Mega Man (X). The strategy part is fun to play and gets challenging at times. Apart from the top-down-shooting it offers some strategic elements that directly influence the platforming part, so the connection between the two of them regarding the game mechanics is very well done. Speaking of challenging: The platforming part will get quite hard, but the checkpoints are set well and even some of the boss fights have checkpoints at certain points. Getting stronger as you are proceeding through the story really feels that way. The trials are woven into the concept in similar way: You need to collect the coins you get after succeeding at a trial to unlock skills for the platforming part, while the unlocking takes place in the strategy part. The trials can be very hard, but as they are only up to one minute long, you will try to beat them again and again. And if you succeed after half an hour, it's as rewarding as it gets. Of course you do not have to beat every trial to beat the game, but for the completionists out there it is a very nice challenge. Speaking of game mechanics: Apart from the trials you can find collectibles in the platforming levels like apples which can be used to upgrade your central building in the strategy part which will allow you to build houses with more inhabitants which will lead to more health in the platforming part... So again, it is very motivating to search a level once more for missing collectibles not only for the sake of having them collected, but it can really have an impact on your playthrough. The technical perspective: I've experienced no bugs, locks or anything of that kind. The jumping and running worked perfectly fine, the controls were on the spot. My controller was accepted without any problems. Overall Smelter is a brilliant attempt to recreate the feeling of the mentioned old games: Game mechanics that work very well combining both gameplay parts and within that concept an exceptionally well thought and therefore highly motivating integration of collectibles. I definitely got my money's worth out of this one!",True,recommended,True,0.95,"I've experienced no bugs, locks or anything of that kind.","The review explicitly states the absence of bugs and technical issues, directly aligning with the target label definition.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.95,
  ""evidence"": ""I've experienced no bugs, locks or anything of that kind."",
  ""reason"": ""The review explicitly states the absence of bugs and technical issues, directly aligning with the target label definition.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
59,109214177,375750,pos__bugs,"Gameplay wise is really fantastic, but even better is the technical implementation. Online multiplayer works perfectly, even in combinations with local and remote players. So you can have 3 friends on the couch and the fourth joins via the internet (not steam's remote play). Get it!",True,recommended,True,0.95,Online multiplayer works perfectly,"The review explicitly praises the technical implementation and states that online multiplayer 'works perfectly', indicating a lack of bugs or crashes.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.95,
  ""evidence"": ""Online multiplayer works perfectly"",
  ""reason"": ""The review explicitly praises the technical implementation and states that online multiplayer 'works perfectly', indicating a lack of bugs or crashes.""
}
```",gemma3:27b,rare_positive_binary_v1,FALSE,
60,92428483,1339870,pos__bugs,"First of all, I was struck by the fact that there were no crashes during the game, and the FPS will work pretty well. The idea of ​​the game is interesting, but the transition to the main features of the game should be implemented differently (as it seems to me). I didn't like the fact that after each illusion I appear in the starting house. And this is far from the next task (this starts to annoy, and at some moments even annoying). There are no animals here at all! Both on the main map and in illusions, it seems to me that they should be mandatory! The music is interesting, frightening in places. Good enough for early access.",True,recommended,True,0.85,"First of all, I was struck by the fact that there were no crashes during the game","The review explicitly states the absence of crashes, which directly aligns with the definition of the 'pos__bugs' label.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""First of all, I was struck by the fact that there were no crashes during the game"",
  ""reason"": ""The review explicitly states the absence of crashes, which directly aligns with the definition of the 'pos__bugs' label.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
61,202748898,3354980,pos__bugs,"Bitter Glass is the second game in the developer Daniele Doesn't Matter's ""Scary Shadow Spot"" series. This series is inspired heavily by the 1960's Twilight Zone TV show. This game is a horror walking simulator with many excellent puzzles and several minor easy stealth sections. The game took just over 4 hours to complete. + The setting is original and super atmospheric. The game takes place in a small western town, complete with a bar saloon, a small hotel, and a little grocery store. There are a few little places to explore around the outskirts as well. + A few very well placed jumpscares. The horror is toned down a bit in this game in favour for more of an exploration / puzzle experience. There are still some very frightening unnerving moments. + The ""Getting Drunk"" to calm your nerves, and ""Throwing up"" to get sober, gameplay mechanic is hilarious. + The story is mysterious and exceptional. Lots to uncover. Many interesting zombie characters to discover and talk to. + The game is extremely polished, ran perfectly on max settings. + The AI voice acting is well done, very clear, and well written. It works perfectly to tell the story coherently. + Excellent creepy sound effects throughout the whole game. + Several really original and fun puzzles to complete. - There are 2 puzzles in the game that rely heavy on trial and error, they can be super annoying, requiring many tries. - Several times a woman ghost will chase you and you will not know where to go, run into the wrong building, and get instantly killed. Fortunately this will only put you back a minute or two, remember to load up your most recent Autosave in the main menu. Do not click restart, it will set you back further. An atmospheric horror puzzle game in a western setting, who can say no to that?! Overall: 8.5/10",True,recommended,True,0.95,"+ The game is extremely polished, ran perfectly on max settings.","The review explicitly states the game 'ran perfectly', indicating technical stability and absence of bugs.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.95,
  ""evidence"": ""+ The game is extremely polished, ran perfectly on max settings."",
  ""reason"": ""The review explicitly states the game 'ran perfectly', indicating technical stability and absence of bugs.""
}
```",gemma3:27b,rare_positive_binary_v1,FALSE,
62,5545574,218700,pos__bugs,"Must buy for point-and-click, hidden-object lovers! Graphically well done, this murder mystery have a nice story and interesting resources. It is not perfect anyway, but seems to be bug-free and grants easily 8-10 hours of gameplay.",True,recommended,True,0.95,seems to be bug-free,"The review explicitly states the game 'seems to be bug-free', directly aligning with the positive evaluation of technical stability and absence of bugs.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.95,
  ""evidence"": ""seems to be bug-free"",
  ""reason"": ""The review explicitly states the game 'seems to be bug-free', directly aligning with the positive evaluation of technical stability and absence of bugs.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
63,34601854,336090,pos__bugs,"I rate the game Sky Mercenaries 2.5/5. Not very good, not even okay. A good idea done poorly though it's not total trash either. This is a Schmup action game wherein you choose a character (each with a different specialization) and over time earn in-game money to upgrade your character's skills and, more importantly, upgrade your little fighter craft's equipment as you play through several missions through to the end of the game. In theory this game seems like it could be a lot like the good game Raptor: Call of the Shadows or the pretty good game Revolution Ace or even the mediocre game Star Saviors (or merely ""Saviors"") combined the gameplay color-switching elements of Ikaruga. In practice however, Sky Mercenaries is a bit of a confusing mess despite the fact that it's fairly cheap, runs well and has no bugs. The main problems with Sky Mercenaries are its confusing interface, obtuse, confusing menus, repetitious/poor sound effects, mediocre graphics and fairly uninteresting/unexciting levels. This game has no real story and characters have nearly no background information. The menus are the worst aspect of this game, particularly when you are trying to upgrade your ship. It's hard to know how much in-game money you have and pretty much impossible to know what items you are even using to upgrade your ship nor can you see any demonstration of what any upgrades will do. The game mostly just fails to explain what's happening and what things are and how anything works. This game did do a few things right though. There are no bugs/errors. The music is at least adequate. The controls, though odd (it's probably best to control your ship's movement with the mouse while holding down the left mouse button to fire), are fairly responsive. The game can be challenging but is not usually very frustrating (particularly if you play for short periods of time). There are two difficulties and 3 characters/ships to choose from. But none of this has been implemented well enough to make the game very fun. It's hard to explain but overall I feel like Sky Mercenaries is boring and nonsensical. I play it once in a while but I don't particularly look forward to doing so. After playing through all the levels once with one of the characters it just doesn't seem that fun to try to go through it again. This game feels oddly derivative and tired and the bland levels certainly don't help. I'll give it a thumbs down but I sort of wish I could officially give this game a question mark. Regardless, there are better games out there so play those instead.",False,not_recommended,True,0.95,runs well and has no bugs.,"The review explicitly states the game 'runs well and has no bugs', directly indicating positive evaluation of technical stability.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.95,
  ""evidence"": ""runs well and has no bugs."",
  ""reason"": ""The review explicitly states the game 'runs well and has no bugs', directly indicating positive evaluation of technical stability.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
64,68530272,988180,pos__bugs,"Ok so a lot of reviews of this game are negative. I'll just say it, the steam version of tabletopia sucks. I have this game along with viticulture : Tuscany on steam. I tried to play both of them and there is issues with both (like missing custom meeples and no money on viticulture). But you know what? I link my steam account to a tabletopia account, and then open the tabletopia website in chrome, sign in and boom. Both games work flawlessly and I'm in a 10 hour zoom and game session with my friends. Highly recommend buy this on steam, play it on chrome (or maybe safari idk i don't have any apple products).",True,recommended,True,0.85,Both games work flawlessly,"The review explicitly states that linking the Steam version to the Tabletopia website resolves issues and makes both games 'work flawlessly', indicating a positive evaluation of the game's technical stability after addressing initial bugs.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""Both games work flawlessly"",
  ""reason"": ""The review explicitly states that linking the Steam version to the Tabletopia website resolves issues and makes both games 'work flawlessly', indicating a positive evaluation of the game's technical stability after addressing initial bugs.""
}
```",gemma3:27b,rare_positive_binary_v1,FALSE,
65,202348153,359320,pos__bugs,"The best space sim there is on the market as of 2025. Complete with little to no bugs, active DEV support, road map and consitent updates containing quality of life improvements; ""Also content that we as a community have wished and asked for has been created and implemented over time,"" as my buddy who's been playing since release on console 8 years ago stated. (With the lack of game and immersion ruining bugs.) 1000% better than star citizen, removing all the tedious tasks and game loops, and most importantly the bugs. You got politics, mining, fighting, ship and ground aspects, biology exploration, assination, piracy, exploration, cartography, etc etc etc the list literally keeps going. Did I mention after 60 hours of playing I havent had 1 bug or crash. 3 hours in Star Citizen I was alt+f4ing to close and restart the game. If you've been playing star citizen for thousands of hours like me this game will thouroughly suprise you. All of my buddies Ive brought over have said the same thing.",True,recommended,True,0.95,Complete with little to no bugs...Did I mention after 60 hours of playing I havent had 1 bug or crash.,"The review explicitly praises the game's technical stability and lack of bugs/crashes, directly aligning with the target label definition. It contrasts this positively with Star Citizen's buggy state.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.95,
  ""evidence"": ""Complete with little to no bugs...Did I mention after 60 hours of playing I havent had 1 bug or crash."",
  ""reason"": ""The review explicitly praises the game's technical stability and lack of bugs/crashes, directly aligning with the target label definition. It contrasts this positively with Star Citizen's buggy state.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
66,92389717,1110390,pos__bugs,"the connection issues you see most people complaining about is not actually an issue. you follow the basic instructions and the server works perfectly. my issue however, is the blatant refusal to add the option to have an autosave, so after losing all server data to a windows update restarting my rig, i decided to just chalk it up to me forgetting to enable an autosave. but no. the Devs have refused to add this most basic feature, so if you want an autosave you need to install mod managers as well as several mods. what trash.",False,not_recommended,True,0.75,the connection issues you see most people complaining about is not actually an issue.,"The review explicitly states that commonly reported connection issues are *not* present for the reviewer, indicating technical stability and absence of bugs from their perspective.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.75,
  ""evidence"": ""the connection issues you see most people complaining about is not actually an issue."",
  ""reason"": ""The review explicitly states that commonly reported connection issues are *not* present for the reviewer, indicating technical stability and absence of bugs from their perspective.""
}
```",gemma3:27b,rare_positive_binary_v1,FALSE,
67,201609259,1543380,pos__bugs,"Game is VERY buggy. Would not recommend buying it. TLDR: Had to restart 3 times while building because of bugs and objects would disappear and equipment gets soft locked. Mechanics could be good if bugs are fixed. Edit: It appears the devs are very active! some bugs i have mentioned on here have already been fixed! I will play the game again as any bugs i find will likely be patched very quickly! OG Comment: Spent 1 and a half hours trying to make the ship the way i wanted it and things just kept vanishing for no reason. Anytime i press the menu button on my quest 3 controller it would make the whole ship turn transparent and it wouldnt revert when pressing the button again. Only way to fix it is by restarting... At one point i tried to put a carbon disc into the o2 gen and it just disappeared and wouldnt let me put a new one in. (I think i put it in the inventory at the same time.) Also if you leave a room when you have items floating they WILL be DELETED. (Not fun when they cost money) Fixed! Another bug is my right controller was unable to grab anything (Tablet, sliders, etc..) Only way to fix was by restarting. It sucks the building mechanics are so wonky because it COULD be very fun. Nice idea mid execution.",True,recommended,True,0.95,Edit: It appears the devs are very active! some bugs i have mentioned on here have already been fixed!,"The review explicitly states that bugs were fixed and praises the developers' responsiveness, indicating a positive evaluation of bug fixes.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.95,
  ""evidence"": ""Edit: It appears the devs are very active! some bugs i have mentioned on here have already been fixed!"",
  ""reason"": ""The review explicitly states that bugs were fixed and praises the developers' responsiveness, indicating a positive evaluation of bug fixes.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
68,25631381,436560,pos__bugs,"I just wanted to say, I bought the game about 2.5 hours ago, and got into it. I've been having some real fun with the dungeons and the combat. I've done several Solo dungeons (none completed successfully but almost), and 1 grouped dungeon (also not successfully) but it was a lot of fun. I love the way you can build a dungeon based on how big you want it, and the deeper you get into the dungeon the better the loot apparently. The biggest dungeon i've done so far is a large, and I honestly have not had the desire to play a game so much in a long time. I wanted to write the review because the game intrigued me and I was interested, but I almost did not get it because of the negative reviews, and the biggest flaw I read about was the constant crashing. While playing for my little stint of 2.5 hours or so, I did not crash once. See my EDIT below, I do crash now but not nearly as much as people say. I have not really ventured out into the ""Open world"" so I don't know how good that is but the random generated dungeons are very fun so far, the traps, the hidden walls, the fear of opening a door and having 4 mobs in your face that you have to deal with is pretty scary but damn good fun... and if you don't like that kind of thing, you can always just do a cavern style dungeon where there are no doors, and you can see the mobs, but to me that isn't nearly as fun. EDIT: I have been playing longer now, and I have experienced the crashes, but for me right now it's about 2 per day. I can play for hours with no crashes. I'm still having fun with the dungeons. I did venture out into the open world for a few minutes, but I didn't see a lot so i'm assuming they are working on that. Regardless of the issues, the game is well worth it if you would love to play a game that feels like Diablo in the first person (which I love).",True,recommended,True,0.85,"I almost did not get it because of the negative reviews, and the biggest flaw I read about was the constant crashing. While playing for my little stint of 2.5 hours or so, I did not crash once.","The review explicitly states they were concerned about crashes based on other reviews but experienced none during their initial playtime, indicating positive technical stability.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""I almost did not get it because of the negative reviews, and the biggest flaw I read about was the constant crashing. While playing for my little stint of 2.5 hours or so, I did not crash once."",
  ""reason"": ""The review explicitly states they were concerned about crashes based on other reviews but experienced none during their initial playtime, indicating positive technical stability.""
}
```",gemma3:27b,rare_positive_binary_v1,FALSE,
